state,season,date,latitude,longitude,description
Washington,Summer,1985-06-28,45.69,-122.3353," Witnesses hear odd, loud vocalization while in the forest traveling on a logging road"
Washington,Summer,1989-06-14,45.8581,-122.4089, Family has face to face encounter with sasquatch in their back yard
Washington,Winter,1993-02-15,45.8911,-122.4076," While constructing ""fort,"" young teenager has afternoon sighting in Amboy off Rotschy Road"
Washington,Summer,1995-08-15,45.90052,-122.3898, Teenager recounts his sighting as a very young boy on his property near Yacolt
Washington,Summer,2003-11-05,45.8331,-122.3985," Man approached by Sasquatch, south of Yacolt, WA"
Washington,Spring,2018-05-25,45.77225,-122.3445, Campers describe early AM approach near Coldwater Creek Campground outside Yacolt
Washington,Fall,1991-09-15,46.37944,-117.9458, Unusual tracks found.
Washington,Winter,2000-01-24,46.48917,-117.9592," Large, bipedal creature looking in the cabin window"
Washington,Summer,2000-07-24,46.33333,-117.6767, Fishermen hear large animal crashing through the brush in the Blue Mountains
Washington,Summer,1952-07-01,46.1911,-123.1875," Young man encounters two large, upright animals near the Columbia River, west of Longview"
Washington,Summer,1970-07-01,46.37,-122.82, Memory told of hearing possible vocalizations while camping at Hollywood Gorge near Castle Rock
Washington,Summer,1972-08-15,46.06333,-122.1967, Screams terrify campers near Mt. St. Helens
Washington,Spring,1981-05-15,46.48508,-122.7372, Memory told of a possible encounter while fishing near Salkum
Washington,Summer,1984-07-14,46.1903,-123.1175, Creature stepping over a guardrail
Washington,Fall,1984-09-01,46.05333,-122.6228," Fisherman observes large, bipedal figure along Kalama River"
Washington,Fall,1991-10-27,46.20128,-122.9329," Elk hunters have morning sighting under power lines, near Lexington."
Washington,Summer,1998-10-15,46.43362,-121.8326, Hunters on bikes have close encounter with a sasquatch near Randle
Washington,Summer,2001-07-15,46.0471,-122.8294, Various incidents along the Kalama River.
Washington,Spring,2002-05-09,46.3261,-122.4988," Elk hunter sees large, black animal walking upright along the Toutle River"
Washington,Spring,2002-05-18,46.3758,-122.5855, Motorists spot sasquatch and give chase near Mt. St. Helens
Washington,Summer,2006-07-05,46.19328,-167.131, Backpacker hears possible vocalizations near Mt. St. Helens
Washington,Summer,2006-07-15,46.364,-122.5935, Motorists on highway to Mt. St. Helens see a Sasquatch standing in Toutle River
Washington,Fall,2006-11-18,46.2965,-122.3431, Sasquatch sighted crossing Elk Meadows parking lot near Toutle Lake
Washington,Summer,2007-08-07,46.11887,-122.1931, Group of climbers hear possible vocalizations near Cougar
Washington,Fall,2009-09-12,46.38448,-122.5572, Two hunters are followed by an unseen creature near Toutle
Washington,Summer,2014-06-01,46.32793,-122.4349, Two motorists observe a young sasquatch on bridge outside Toutle along the route to Mt. St. Helens
Washington,Fall,2020-09-23,46.1725,-121.9305, Vocals and track on Spencer Butte
Washington,Summer,1995-07-01,48.95876,-118.4102, Woman recalls strange creature dashing across road north of Republic
Washington,Spring,2005-03-01,48.7844,-118.5545, Possible vocalizations heard and large footprints found near Malo
Washington,Fall,2006-10-14,48.51673,-118.5905, Possible reoccurring activity at a hunting spot near Republic
Washington,Fall,2008-10-01,48.60844,-118.4379, Possible howls and footprints in Colville National Forest
Washington,Fall,2013-09-15,48.6254,-118.4262, Motorist has afternoon sighting on Sherman Creek Pass
Washington,Summer,1972-08-31,47.0033,-123.4822, Teens returning from baseball game were chased by bigfoot.
Washington,Summer,1978-06-21,47.4259,-123.8763, Truck driver has brief roadside sighting
Washington,Spring,1982-06-02,46.9705,-123.6288, Grays Harbor County Sheriff's Department Offense report/summary
Washington,Spring,1982-06-04,47.00625,-123.2902, Young Man Has Surprise Encounter at High School Graduation Party
Washington,Fall,1994-10-01,47.33694,-123.5894," Family find fresh, barefooted, humanlike footprints."
Washington,Winter,1995-01-15,46.94102,-123.7727, Teacher sees a bigfoot cross the highway in front of her near Aberdeen
Washington,Summer,1995-07-01,46.9782,-123.3893," Unusual sounds heard, sighting of fast upright animal"
Washington,Spring,1996-04-17,47.01139,-123.6619, Tracks found on an old logging trail.
Washington,Summer,1997-07-03,47.41306,-123.8792, Creature seen crossing road
Washington,Fall,1997-10-15,47.2475,-123.8886, Sighting by a deer hunter on a logging road.
Washington,Fall,1999-10-15,46.81045,-124.072, Hunting couple has visual and auditory encounter near coast
Washington,Winter,2000-12-01,47.0413,-124.053, Hunter hears strange noises near Montesano
Washington,Summer,2002-08-01,47.2838,-124.2306, Two witnesses see strange quadruped from truck near Moclips
Washington,Summer,2004-07-15,47.08824,-123.7194, Nighttime sighting by campers stopped on remote road near Wishkah
Washington,Summer,2004-07-29,47.3631,-123.9718, Afternoon sighting by motorists near Quinault Fish Hatchery
Washington,Winter,2004-12-18,46.988,-123.8647, Man Hears Evening Vocals in Prior Sighting Area
Washington,Fall,2005-10-15,46.93755,-123.8358, Deer hunters hear wood knocks near Aberdeen
Washington,Summer,2005-10-29,46.92694,-124.1736, Possible beach sighting at night by a tourist near Point Brown
Washington,Summer,2005-12-01,46.98621,-123.8161, Night time sighting along B Street outside Aberdeen
Washington,Spring,2008-04-05,46.98278,-123.1742, Friends lost on backroads west of Olympia are stunned by a creature with large green eyes
Washington,Summer,2008-07-05,47.2331,-123.9878, Possible vocalizations heard near a fish hatchery on the Humptulips River
Washington,Summer,2008-07-14,47.50319,-123.8343, Daylight road-crossing sighting by the U.S. Postal Carrier for the town of Quinault Lake (w/ low quality cellphone photos)
Washington,Summer,2009-07-26,46.96189,-124.1692, Woman standing on her elevated deck is approached from underneath by something large near Ocean Shores
Washington,Fall,2010-11-17,46.82742,-123.7095, Hunter near Raymond hears what sounds like a sasquatch chasing and killing a deer
Washington,Spring,2012-06-02,47.19006,-124.199, Possible rock throwing incident while taking photos off of Hwy. 109 near Pacific Beach
Washington,Fall,2013-09-30,47.0562,-124.0556, Motorist has a close daylight sighting of a Sasquatch chasing a deer near Ocean Shores (Sketches included)
Washington,Spring,2014-03-15,46.96114,-124.1526, Homeowner has possible encounter while in his yard near Ocean Shores
Washington,Fall,2016-10-01,47.0709,-124.166," Sighting near Ocean City, Washington 2016"
Washington,Fall,2018-11-03,47.44,-123.7635, Elk hunter reports trees being pushed over and vocalizations in the Colonel Bob Wilderness
Washington,Fall,2002-10-15,48.247,-122.6916, Morning dog walkers hear repeated vocalizations and find scat near Oak Harbor
Washington,Fall,2007-10-20,48.39936,-122.645, Possible sighting by motorist on perimeter of Deception State Park
Washington,Winter,2009-03-19,48.17107,-122.5089, Possible vocalizations heard on Camano Island
Washington,Fall,1977-10-15,47.72142,-124.3985, Late night sighting on Highway 101 in between Forks and Kalaloch
Washington,Summer,1980-08-15,47.71782,-123.0533, Man remembers an encounter while fly fishing at a remote lake in the Olympic Mountains near Hood Canal
Washington,Fall,1981-09-15,47.7079,-122.9179, Sighting by a hunter on the edge of a road
Washington,Winter,1982-01-23,47.6653,-122.9714, Fishermen recount having large rocks thrown at them while fishing Steelhead on the Duckabush River
Washington,Fall,1982-11-15,47.49367,-123.8859, Elk Hunter recalls observing what he thought was another hunter near Lake Quinault
Washington,Fall,1986-09-15,48.00503,-122.911, Man remembers his daylight sighting of a bigfoot standing on a stump next to Discovery Bay
Washington,Spring,1996-04-14,47.7442,-122.8994, 17-18 inch tracks in the mud
Washington,Spring,1999-03-19,47.57778,-124.2933, Creature with red glowing eyes seen
Washington,Summer,2000-06-17,47.4645,-123.8979, Couple Sees Large Animal and Hears Vocalizations and Knocks
Washington,Fall,2001-09-15,47.9237,-122.8531, Boys are chased on way home from bow hunting
Washington,Spring,2003-05-08,47.94056,-122.7919, Man see's an upright animal walk across the road
Washington,Summer,2004-10-10,48.09725,-122.8241," Late at night, man hears powerful vocalizations south of Port Townsend"
Washington,Spring,2004-10-13,47.8306,-123.2135, Camping group has night time sighting near the Dosewallips River
Washington,Fall,2004-10-21,47.5532,-124.3324, Vocalizations heard by expeditioners on Olympic Peninsula.
Washington,Spring,2005-09-15,47.86028,-123.9364, Hoh Rain Forest print photographed
Washington,Summer,2006-02-23,47.86697,-123.8796," Hiker photographs track on trail in Hoh River rainforest, on the Olympic Peninsula"
Washington,Spring,2008-06-01,48.03632,-122.9539, Unknown animal heard crashing through property near Blyn and Sequim Bay
Washington,Fall,2013-09-21,47.61922,-123.1592, Camper photographs possible footprints at Lena Lake in the Buckhorn Wilderness
Washington,Summer,2014-09-08,47.67304,-122.941, For two nights campers are scared by loud vocalizations near Brinnon
Washington,Winter,2017-02-25,47.82243,-124.195, Couple visiting the Hoh River rainforest see a sasquatch cross the road near Bogachiel
Washington,Summer,2020-08-20,47.89745,-122.8345, Rock thrown at vehicle plus Class B sighting 5 miles north of Quilcene
Washington,Spring,1970-04-14,47.7117,-121.1544, Loud vocalizations heard near Stevens Pass
Washington,Summer,1970-05-13,47.5225,-121.7569, Vocalizations heard by hikers
Washington,Spring,1973-04-18,47.29944,-122.1806, Creature seen running along a road
Washington,Fall,1974-10-16,47.75034,-122.1979, Man remembers running home when he and his friend spot a tall hairy creature near Woodinville
Washington,Summer,1975-07-31,47.40667,-122.0375, Late night encounter by young campers in Maple Valley Wa
Washington,Summer,1977-08-14,47.6181,-121.3114," Early afternoon sighting by motorist on US Hwy 2, near Skykomish"
Washington,Winter,1982-11-26,47.425,-121.4142," Two men, four wheel driving, see Sasquatch on FS road"
Washington,Summer,1983-08-17,47.5103,-122.0456, Father and son hear heavy footsteps made by an apparent bipedal creature
Washington,Summer,1984-08-15,47.425,-121.4317, High pitched wailing scream echoed off mountainside.
Washington,Fall,1984-10-17,47.2831,-121.9258, Creature observed by hunters
Washington,Winter,1986-12-25,47.39,-122.2187, Morning daylight sighting around rural homes near Kent
Washington,Spring,1990-06-18,47.1826,-121.7713," Hiker encounters huge, upright animal at creek on Grass Mountain"
Washington,Winter,1990-12-03,47.48176,-121.6548, Truck Driver recalls daylight sighting east of North Bend
Washington,Fall,1991-10-15,47.57576,-121.7427, Man recounts seeing a sasquatch while driving a logging road near Snoqualmie
Washington,Spring,1992-04-01,47.288,-121.9658, Daytime sighting by horseback riders one mile from Green River Gorge Bridge
Washington,Summer,1994-09-10,47.41,-121.725, Fishing guides thought they were chased onto a dam
Washington,Fall,1995-09-13,47.1998,-121.7565, Hikers hear loud vocal exchanges on Grass Mountain.
Washington,Summer,1996-02-17,47.4317,-121.7731, Worse than something dead smell encountered by two fishermen
Washington,Spring,1998-05-18,47.3958,-121.5356, Two unsusual man-like tracks discovered
Washington,Summer,1999-06-15,47.6068,-121.9008," Vocalization, followed by sighting near Carnation/Fall City"
Washington,Spring,2000-05-15,47.1608,-121.6594, Hiker encounters intimidating beating sounds and heavy running footsteps
Washington,Summer,2000-08-14,47.43534,-121.7666, Multiple witness sighting at Rattlesnake Lake
Washington,Spring,2002-05-01,47.275,-122.195, Hikers report possible stalking and rock/stick throwing in White River drainage near Muckleshoot Reservation
Washington,Summer,2002-07-15,47.13485,-121.9418, Woman tells of daylight sighting while hiking near Mud Mountain Dam
Washington,Summer,2004-05-25,47.46312,-121.4454, Hiker hears roar north of Alpental Ski Resort at Snow Lake
Washington,Summer,2004-07-22,47.40245,-121.5633, Outdoorsman hears vocalizations near Tinkham Campground
Washington,Fall,2004-09-30,47.4352,-121.7812, Hiker Hears Loud Vocalizations and Thumps
Washington,Spring,2005-06-23,47.7393,-121.9749, Late night sighting near Duvall
Washington,Summer,2005-07-16,47.55477,-121.5354," Angler finds tracks, hears knocks and senses ominous presence east of North Bend"
Washington,Summer,2005-09-12,47.71167,-121.1544, Vocalizations near Scenic interrupt a camper’s quiet evening
Washington,Fall,2005-10-12,47.6597,-122.105, Possible late night vocalizations heard outside Redmond
Washington,Spring,2007-03-15,47.6633,-122.1253, Woman walking dogs hears possible vocalizations and knocks in Marymoor Park
Washington,Winter,2008-01-02,47.09762,-122.5368, Teen views ape-like animal crossing road quadrupedally at night in Enumclaw
Washington,Summer,2009-08-04,47.70178,-121.1859," Man sees large, hair-covered figure while riding on train near the Cascade Tunnel"
Washington,Spring,2014-05-02,47.34072,-122.0775, Couple awakened by very loud howls near Maple Valley
Washington,Fall,2015-10-31,47.49488,-121.7555, Possible vocalizations on Little Si Trail outside North Bend
Washington,Spring,2016-04-05,47.6016,-121.6785, Unseen visitor unnerves 3 friends with repeated stick throwing near North Bend
Washington,Summer,1988-06-25,47.7613,-122.7063, Sighting by two hikers
Washington,Summer,1991-06-22,47.5279,-122.3454, Fisherman spots a large upright creature digging on the shore
Washington,Fall,2000-09-01,47.79,-122.54, Late night sighting by motorists near Kingston
Washington,Summer,2003-06-15,47.78212,-122.528, Wilderness guide in Indianola observes a large bipedal subject while hunting
Washington,Summer,2004-11-16,47.763,-122.5344, Forest worker has many encounters with bigfoot
Washington,Fall,2006-03-03,47.7504,-122.535, Possible vocalizations near Indianola
Washington,Summer,2006-11-03,47.74897,-122.4966, Jefferson Head encounter by community service group
Washington,Fall,2008-01-28,47.74225,-122.5377, Possible vocalizations near Indianola
Washington,Winter,2008-01-28,47.45411,-122.3219, Mutliple daylight sightings in Suquamish
Washington,Summer,2008-07-01,47.4506,-122.3234, Two very tall hairy creatures seen running down the road at night near Indianola
Washington,Winter,2011-01-25,47.77293,-122.5552, Driver notices a tall dark figure behind a tree near Kingston
Washington,Summer,2021-08-27,47.52877,-122.7197, Close-range 5:30am road crossing sighting by communting motorist five miles west of Bremerton
Washington,Summer,1965-07-30,47.3338,-121.2309, Three witnesses throwing rocks in lake see a Bigfoot peeking at them
Washington,Winter,1970-11-22,47.19944,-120.2758, Four hunters find large tracks in snow outside their camp
Washington,Fall,1983-09-01,46.98333,-121.0922, Couple hear vocalizations while camping at Milk Lake
Washington,Winter,1995-12-15,44.83931,-120.5688, Man recalls seeing an unknown animal walking along Hwy. 97
Washington,Winter,1997-01-01,47.14472,-120.7967, Woman hears unrecognizable vocalizations near Cle Elum
Washington,Summer,1997-07-05,47.25722,-120.8908," Campers hear loud guttral, high pitched  sceams."
Washington,Unknown,1997-10-25,46.97944,-121.0939, Sasquatch seen while father and son were hunting elk
Washington,Summer,2000-07-30,47.47745,-121.0415, Campers encounter large animal near Cle Elum
Washington,Fall,2000-10-08,47.3178,-121.2802," Daylight sighting by fisherman near Easton, Washington"
Washington,Summer,2004-08-18,47.33515,-121.4044," Just before daybreak, camper hears loud vocalization near Lost Lake"
Washington,Summer,2004-10-16,47.2842,-121.0777, Screams wake campers on consecutive nights at Cle Elum Lake
Washington,Spring,2004-12-07,47.3991,-121.1008, Multible witnesses hear loud screams and have rocks thrown into camp near Cle Elum lake
Washington,Spring,2014-05-12,47.1902,-120.9783, Two men have a close up sighting during road crossing outside Cle Elum at sunset
Washington,Winter,2016-01-27,47.20113,-121.0161, Hiker has an afternoon sighting behind a mountain resort in Cle Elum
Washington,Spring,2017-05-12,47.41704,-121.1417, Camper hears possible vocalizations after dark near Cooper Lake
Washington,Fall,2021-01-13,47.18806,-120.554, Possible sighting and track in the GMU 328 Naneum Unit near Ellensburg
Washington,Summer,2021-08-27,47.21551,-120.9383, Possible encounter in darkness outside Cle Elem
Washington,Fall,2021-10-15,47.34432,-120.9477, Heavy thuds and distinct rock clacking north of Teanaway Butte (Wenatchee NF)
Wisconsin,Fall,2006-12-06,44.4049,-91.3171, Daylight sighting by motorist of a juvenile north of Whitehall
Wisconsin,Spring,2004-06-16,45.1097,-92.4573, New driver frightened into screaming as he passes huge creature walking along road
Wisconsin,Summer,1981-08-15,44.8491,-88.51969, Two couples shine owl and observe large hairy primate
Wisconsin,Summer,2008-04-28,46.10445,-91.49319, Man recalls encounter at a cabin on Nelson Lake
Wisconsin,Fall,1997-11-29,45.78177,-90.51659, Hunter observes dark figure with swinging arms making long strides
Wisconsin,Summer,2014-06-13,45.38867,-92.66538, Campers hear possible vocalization and have trailer shaken at Interstate State Park
Wisconsin,Summer,1976-07-15,42.86631,-87.84023, Teenagers unnerved by possible knocking in Oak Creek
Wisconsin,Summer,1968-08-15,45.02176,-88.5233," Retired police officer recalls he and a friend being intimidated from continuing their hike, near Bonita"
Wisconsin,Spring,2010-03-10,43.8708,-89.18135, Motorist observes possible road crossing near Princeton
Wisconsin,Fall,1979-08-01,45.02046,-87.73608, Man recalls observing creature in a field near Marinette
Wisconsin,Summer,2006-06-25,45.0902,-89.9905, County parks employee's early morning sighting near Rib River
Wisconsin,Unknown,1979-08-12,45.22849,-89.67523," While crossing a railroad track, witness sees creature covered in dark brown hair"
Wisconsin,Summer,1979-05-25,45.5051,-89.16425, Morning sighting near Pelican Lake
Wisconsin,Winter,2016-01-12,45.05855,-89.08323, Motorist has early morning sighting outside Anitgo
Wisconsin,Summer,2017-08-15,45.0255,-89.02036, Couple has possible experiences on their property over time near Phlox
Wisconsin,Fall,2009-10-15,43.89418,-87.94178, Home owner reports strange howls and possible ongoing activity near Kiel
Wisconsin,Fall,1979-10-20,45.3865,-87.9604, Memory told of a sighting by a father and two sons grouse hunting at dawn near Pembine
Wisconsin,Spring,1981-04-15,45.05592,-87.63705, Couple recount seeing large biped walking in ditch near Marinette
Wisconsin,Fall,1992-11-19,45.33418,-88.16359," Tracks found by hunters, creature seen"
Wisconsin,Winter,1999-02-18,45.43522,-88.12464, Tracks found in snow & photos taken
Wisconsin,Summer,2004-06-20,45.15,-87.6779, Motorist has dusk sighting on Hwy. 41 outside Peshtigo
Wisconsin,Spring,2013-04-28,45.64867,-88.03413, Daytime road crossing seen by a retired police officer near Pembine
Wisconsin,Fall,2014-11-19,45.64585,-88.0896, Daylight sighting by a hunter on her hunting property near Pembine
Wisconsin,Summer,2012-09-01,42.51519,-87.52243, Paranormal group experiences possible activity outside Oak Creek
Wisconsin,Summer,1984-07-27,45.89832,-89.6965," While watching TV, witness sees large, dark, upright object pass by the window"
Wisconsin,Summer,2001-07-15,45.7264,-89.8741, Large hairy figure observed at Willow Reservoir.
Wisconsin,Fall,2011-11-05,45.87116,-89.66046, Tall upright figure observed crossing road near Woodruff
Wisconsin,Summer,2019-07-09,45.63092,-90.02283, Sasquatch sighting by motorists along South Turcott Road six miles north of Tripoli
Wisconsin,Fall,2002-11-24,45.7743,-90.51145, Man sees reddish brown figure near Phillips jump off road
Wisconsin,Fall,2004-07-14,45.775,-90.444, Hunting & fishing guide has afternoon encounter in deep woods near Lugerville
Wisconsin,Winter,2005-01-06,45.94,-90.46, Family hears vocalizations and finds footprints near Park Falls
Wisconsin,Summer,2008-07-12,45.73271,-90.42001, BFRO Investigator obtains first thermal footage (very brief) outside Phillips
Wisconsin,Summer,2013-07-12,45.672,-90.43515, Daybreak sighting by fishermen driving to a tournament near Phillips
Wisconsin,Summer,2018-06-30,45.90015,-90.43416, Motorist has a close call at night with a large animal on all fours south of Park Falls on Hwy. 13
Wisconsin,Spring,2018-05-06,45.95919,-91.30911, Possible daylight sighting while driving outside Hayward
Wisconsin,Winter,2005-02-05,44.3801,-90.7221, Motorist has nighttime sighting of upright animal near Hatfield
Wisconsin,Fall,1994-10-15,43.06171,-90.1687, Rainy night sighting near Dodgeville.
Wisconsin,Summer,1983-07-15,45.56326,-88.7829, Sighting by young fisherman at dusk on Wabikon Lake
Wisconsin,Fall,2008-10-26,45.95359,-88.38782, Possible vocalizations heard while cleaning a deer near Florence
Wisconsin,Summer,2006-07-27,44.75668,-92.03925, Sundown sighting by teen on bicycle in Eau Galle River bottoms
Wisconsin,Spring,2003-04-15,44.69867,-87.49564, Possible daylight encounter by a rural resident south of Sturgeon Bay
Wisconsin,Fall,1975-11-01,43.425,-88.68, Memory told of possible activity while trapping in Horicon Marsh
Wisconsin,Fall,1989-09-30,42.9633,-89.66375, Bow hunter recalls being shaken by possible incidents near Mount Horeb
Wisconsin,Winter,2012-11-21,43.1573,-90.7109, Motorist startled by large figure sitting near the highway outside Boscobel
Wisconsin,Fall,2007-06-27,46.59847,-90.90444, Man recounts his possible encounter during bowhunting season while attending college
Wisconsin,Summer,1975-07-15,45.58858,-91.59938, Memory told of a close daylight encounter while playing near Mikana
Wisconsin,Summer,1976-07-10,45.5258,-91.87774,   Someone or something walks by house and peers from around a tree
Wisconsin,Fall,1997-11-07,45.5,-91.71295, Newspaper article about a track find and investigation
Wisconsin,Fall,2018-07-30,45.63061,-92.12408, Daytime sighting while fishing on Waterman Lake
Wisconsin,Fall,2004-11-16,46.6425,-91.1713, Possible vocalizations heard by deer hunter in the Chequamegon National Forest
Wisconsin,Fall,2007-10-30,46.42085,-91.2421, Bowhunter finds large barefoot prints in the snow near Drummond
Wisconsin,Spring,2008-05-10,46.67915,-90.86665, Hunter sees black creature dive into the Sioux River near Washburn
Wisconsin,Summer,2008-08-18,46.25961,-91.10812, Possible early evening sighting near Lake Namekagon
Wisconsin,Fall,1985-10-01,45.776,-92.683, Incidents around a cabin near Grantsburg
Wisconsin,Summer,2002-08-19,46.05229,-92.30575, Tree top snaps off while man casts suspected sasquatch track near by
Wisconsin,Spring,2000-03-28,44.6543,-90.0411," Newspaper deliveryman sees large gray colored creature that was walking on two legs and carrying dead animal. (Newspaper account, follow-up by the BFRO and Sheriff's documents included.)"
Wisconsin,Spring,2004-04-15,44.4723,-90.7167, Family in a camper describes stalking outside town of Hatfield
Wisconsin,Fall,2011-10-28,42.95915,-89.6816, Hikers hear possible wood knocks and loud screams near Mount Horeb
Wisconsin,Winter,2016-01-18,43.0625,-89.3179, Students have a sighting at dusk close to their university in Madison
Wisconsin,Fall,2012-11-05,43.13145,-90.2787, Man arrives home to see an upright figure on his deck near Avoca
Wisconsin,Fall,2013-12-27,42.82445,-90.24295, Driver startled to see a tall figure next to U.S. Hwy. 151 near Mineral Point
Wisconsin,Unknown,1975-09-10,43.98694,-91.33662, Second-hand report of creature looking in at woman through window
Wisconsin,Summer,2000-06-10,43.85809,-89.81407, Gorilla-like figure spotted by two motorists along a roadside near Mauston
West Virginia,Fall,2005-10-09,39.6723,-80.5621, Possible vocalizations and rock clacking near Knob Fork
West Virginia,Summer,1985-07-12,38.312,-80.429," Possible camp stalking at Glade Run Pond, Monon. Nat. Forest"
West Virginia,Summer,1961-06-15,38.35806,-82.43855, Medical doctor recalls his daylight sighting as a teenager near Huntington
West Virginia,Fall,2009-09-11,38.98,-80.27, Witness describes getting a good look at a bi-pedal creature while driving on a country road in Buckhannon
West Virginia,Summer,2004-06-05,39.61958,-81.14833," Woman experiences rock throwing, vocalization during walk"
West Virginia,Fall,2001-09-05,37.6541,-80.7582, Early morning backyard sighting by newspaper deliverer near Talcott
West Virginia,Fall,2001-11-12,39.21833,-81.16211," Daylight sighting near rural church on Rt. 31, east of Parkersburg, near Cairo"
West Virginia,Winter,1989-11-24,38.6685,-80.03149, Sightings by two hunters in tree stands outside Elkwater
West Virginia,Summer,1975-07-04,37.80531,-81.14714, Three youths have a menacing encounter near Beckley
West Virginia,Fall,2005-10-05,39.6995,-79.5375, Night sighting outside rural home near Bruceton Mills
West Virginia,Fall,1969-11-24,38.1882,-80.1177, Recollection of a daylight sighting while deer hunting near Greenbrier River.
West Virginia,Fall,1994-11-05,38.788,-79.495, Cave explorers recall bizarre experiences while camping in the Seneca Creek Backcountry
West Virginia,Winter,2004-12-12,40.1333,-80.68192, A woman has late night sighting when a motion detecting light illuminates her back porch
West Virginia,Summer,2007-08-12,37.50965,-80.64685, Youngster Surprised by Tall Creature near Linside
West Virginia,Summer,1987-07-15,38.32548,-80.60419, 3 Friends watch 7' tall 2 legged hairy brown animal on the other side of the river
West Virginia,Winter,1997-12-01,38.27832,-80.51534, Two hunters hear strange sounds similar to a woman screaming
West Virginia,Summer,2007-06-30,38.33109,-80.51374, Bigfoot spotted by driver in Cranberry River region of Monongahela National Forest.
West Virginia,Fall,2015-11-21,38.2845,-80.6385, Squirrel hunter observed in the early morning by a tree peeker on Curtain Mountain
West Virginia,Fall,1996-10-11,38.7016,-79.52835, Possible repeat approaches outside Circleville
West Virginia,Winter,1998-01-28,38.87813,-79.3434, Witness sees a large creature crossing the road
West Virginia,Summer,1999-07-01,38.90203,-79.33517, Night time visitor screams and leaves imprint near campers in West Virginia
West Virginia,Fall,2001-10-16,38.8554,-79.3999, Hunter experiences object throwing and vocalizations near Onego
West Virginia,Summer,2002-08-08,38.44367,-79.1347, Recollection of a daytime road crossing near Upper Tract
West Virginia,Winter,2004-01-01,38.6934,-79.5653, Mother and daughter find footprints in snow near Judy Gap
West Virginia,Winter,2007-01-13,38.835,-79.3762, Road crossing sighting by motorist on Hwy 55 north of Seneca Rocks area.
West Virginia,Summer,2007-06-18,38.8409,-79.4016, Late night sighting by motorists on US 33 / St Rt. 55 in Seneca Rocks Nat. Rec. Area
West Virginia,Summer,2007-07-02,38.835,-79.3686, Afternoon sighting by hiker at Seneca Rocks
West Virginia,Summer,2007-07-08,38.8926,-79.47325, Nighttime sighting by motorist on Hwy 33 near Seneca Rocks
West Virginia,Winter,2010-11-01,38.57502,-79.18524, Turkey hunters hear possible howl and bipedal steps approach their camp near Brandywine
West Virginia,Summer,2012-08-30,38.52026,-79.33413, Traveler hears possible vocals from the forest during a roadside stop near Sugar Grove
West Virginia,Winter,2012-11-19,38.6492,-79.26241," Hunters hear possible vocalizations, large head seen peeking from behind boulders near Franklin"
West Virginia,Fall,1991-10-19,38.7084,-79.7802, Deer hunters find footprints in Wildell Bottom
West Virginia,Fall,2004-10-30,38.20065,-80.17294, Possible vocalization and stalking near Spruce Flat
West Virginia,Spring,2005-04-09,38.10785,-80.19044, Participant observations during BFRO WV Expedition
West Virginia,Spring,2005-04-13,38.10833,-80.17528," Possible sighting during BFRO's West Virginia expedition, Spring 2005."
West Virginia,Spring,2012-04-27,38.712,-79.7773, Fishermen hear loud screams while camped at Wildell
West Virginia,Summer,2012-06-15,38.7201,-79.7927, Lone hiker wakes to rock clacks and heavy foot falls on the Allegheny Trail near Durbin
West Virginia,Fall,2016-09-06,38.18933,-80.2522, Possible sighting by motorists half mile from Cranberry Mountain Nature Center
West Virginia,Fall,2007-09-28,37.7,-81.095, Multiple sightings in daylight outside Shady Spring
West Virginia,Winter,2008-03-18,37.6665,-81.1447, Wood knocking startles target shooter outside of Shady Spring
West Virginia,Fall,1997-09-23,38.95242,-79.42547," Dolly Sods; Tracks seen, loud screams and strange odor detected."
West Virginia,Summer,2000-07-15,38.9706,-79.4123, Family hears possible vocals on summer nights at their home near Dolly Sods Wilderness Area
West Virginia,Winter,2005-01-13,38.8609,-79.55928, Woman and daughter recall their close daytime encounter at their home east of Elkins
West Virginia,Winter,2007-01-09,39.9433,-79.665, Possible vocalizations heard by backpackers in Otter Creek Wilderness
West Virginia,Summer,2007-05-20,38.8762,-79.95695, Possible whoops heard in logging area outside the Monongahela National Forest
West Virginia,Summer,2008-08-02,38.55,-79.98, Possible nighttime encounter while raccoon hunting outside Valley Head
West Virginia,Summer,2013-08-14,38.93027,-79.68047, Possible vocalizations heard from the Bear Heaven Campground east of Elkins
West Virginia,Summer,2017-07-29,38.9695,-79.7625, Daylight sighting by fisherman 6 crow miles NE of Elkins
West Virginia,Summer,2002-08-13,39.355,-80.915, Logging reveals a brief sighting of a bipedal creature near Pennsboro
West Virginia,Spring,2008-03-29,37.7929,-80.9075, Family of bigfoot seen near I-64
West Virginia,Summer,1987-07-04,39.0417,-79.43762, Two men shocked to see hairy figure close on trail in Monongahela National Forest
West Virginia,Summer,2000-07-23,39.06881,-79.32608, Possible sighting by a camper near the Dolly Sods Wilderness area
West Virginia,Winter,2008-12-28,39.10023,-79.4593, Hunter has close sighting of a primate-like creature in the Canaan Valley National Wildlife Refuge
West Virginia,Fall,2005-12-12,39.51,-80.985, Bicyclist reports possible rock throwing incident outside Sistersville
West Virginia,Fall,1983-09-01,38.12764,-82.59822," One of several  sighting and vocalization reports. When witness called out "" it stood up at the edge of the hill and huffed and puffed."""
West Virginia,Summer,2006-08-10,38.35727,-82.59348, Early morning sighting by motorists on Tolsia Highway outside Kenova
